path,locale,page_family,status_code,index_noindex,canonical,title,meta_description,h1,word_count,internal_inlinks,app_store_cta_present,answer_block_present,safety_block_present,screenshots_present,json_ld_present,hreflang_cluster_status,sitemap_included,recommendation
/et/trulicity-tracker-iphone.html,et,commercial,200,index,https://www.glpzy.app/et/trulicity-tracker-iphone.html,Trulicity — Kiire annuste märkimine ilma segaduseta | GLPzy,"Trulicity: Jälgi seda rutiini annuse ajaloo, kaalu, sümptomite, söögiisu, fotode, meeldetuletuste ja ekspordiga ühes privaatses rakenduses.",Trulicity,436,55,yes,no,no,1,no,105 alternates,yes,index
/et/victoza-tracker-iphone.html,et,commercial,200,index,https://www.glpzy.app/et/victoza-tracker-iphone.html,Victoza — Kiire annuste märkimine ilma segaduseta | GLPzy,"Victoza: Jälgi seda rutiini annuse ajaloo, kaalu, sümptomite, söögiisu, fotode, meeldetuletuste ja ekspordiga ühes privaatses rakenduses.",Victoza,436,56,yes,no,no,1,no,105 alternates,yes,index
/et/wegovy-tracker-iphone.html,et,medicine,200,index,https://www.glpzy.app/et/wegovy-tracker-iphone.html,Wegovy — Kiire annuste märkimine ilma segaduseta | GLPzy,"Wegovy: Jälgi seda rutiini annuse ajaloo, kaalu, sümptomite, söögiisu, fotode, meeldetuletuste ja ekspordiga ühes privaatses rakenduses.",Wegovy,446,58,yes,no,no,1,no,108 alternates,yes,index
/et/zepbound-tracker-iphone.html,et,medicine,200,index,https://www.glpzy.app/et/zepbound-tracker-iphone.html,Zepbound — Kiire annuste märkimine ilma segaduseta | GLPzy,"Zepbound: Jälgi seda rutiini annuse ajaloo, kaalu, sümptomite, söögiisu, fotode, meeldetuletuste ja ekspordiga ühes privaatses rakenduses.",Zepbound,456,57,yes,no,no,1,no,108 alternates,yes,index
/fi/apple-health-glp-tracker.html,fi,commercial,200,index,https://www.glpzy.app/fi/apple-health-glp-tracker.html,Vain luku -konteksti Apple Healthista | GLPzy,"Apple Health käyttöoikeus on valinnainen ja rajoitettu myöntämiisi käyttöoikeuksiin. GLPzy tuo kehon painohistorian ja pituuden ja lukee sitten kehon koostumuksen, liikkeen, harjoituksen, kalorien, proteiinien ja veden yhteenvedot vain luku -tilassa. Mitään ei kirjoiteta takaisin.",Vain luku -konteksti Apple Healthista,480,54,yes,no,no,1,no,108 alternates,yes,index
/fi/compounded-glp-tracker-iphone.html,fi,commercial,200,index,https://www.glpzy.app/fi/compounded-glp-tracker-iphone.html,Compounded​ — Nopea kirjaus ilman sotkua | GLPzy,"Compounded​: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Compounded​,438,56,yes,no,no,1,no,105 alternates,yes,index
/fi/custom-medication-tracker-iphone.html,fi,commercial,200,index,https://www.glpzy.app/fi/custom-medication-tracker-iphone.html,Mukautettu — Nopea kirjaus ilman sotkua | GLPzy,"Mukautettu: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Mukautettu,446,58,yes,no,no,1,no,105 alternates,yes,index
/fi/data-rights.html,fi,privacy,200,index,https://www.glpzy.app/fi/data-rights.html,Vie historiaa | GLPzy,GLPzy luo ensin paikallisen turvallisuusvarmuuskopion ja korvaa sitten tämän laitteen paikalliset tietueet.,Vie historiaa,369,77,yes,no,no,1,no,108 alternates,yes,index
/fi/foundayo-tracker-iphone.html,fi,commercial,200,index,https://www.glpzy.app/fi/foundayo-tracker-iphone.html,Foundayo — Nopea kirjaus ilman sotkua | GLPzy,"Foundayo: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Foundayo,428,55,yes,no,no,1,no,105 alternates,yes,index
/fi/glp1-weight-dose-symptom-tracker.html,fi,commercial,200,index,https://www.glpzy.app/fi/glp1-weight-dose-symptom-tracker.html,GLP-1-rutiinisi järjestyksessä ilman turhaa sekavuutta | GLPzy,"Kirjaa annokset, paino, oireet, ruokahalu, kuvat, muistutukset ja Apple Health -konteksti yhteen yksityiseen sovellukseen omaa tarkastelua varten.",GLP-1-rutiinisi järjestyksessä ilman turhaa sekavuutta.,499,54,yes,no,no,1,no,108 alternates,yes,index
/fi/,fi,home,200,index,https://www.glpzy.app/fi/index.html,GLP-1-rutiinisi järjestyksessä ilman turhaa sekavuutta | GLPzy,"Kirjaa annokset, paino, oireet, ruokahalu, kuvat, muistutukset ja Apple Health -konteksti yhteen yksityiseen sovellukseen omaa tarkastelua varten.",GLP-1-rutiinisi järjestyksessä ilman turhaa sekavuutta.,713,137,yes,no,no,1,yes,108 alternates,yes,index
/fi/local-first-private-glp-tracker.html,fi,privacy,200,index,https://www.glpzy.app/fi/local-first-private-glp-tracker.html,"Oletuksena yksityinen. Vietävissä, kun valitset | GLPzy","Tiliä ei tarvita annosten, painon, oireiden tai muistutusten kirjaamiseen.","Oletuksena yksityinen. Vietävissä, kun valitset.",428,54,yes,no,no,1,no,108 alternates,yes,index
/fi/medical-safety.html,fi,trust,200,index,https://www.glpzy.app/fi/medical-safety.html,Lääketieteellinen turvallisuus | GLPzy,"GLPzy auttaa pitämään selkeämmän kirjaa tapahtuneesta. Se ei tee diagnoosia, määrää tai valitse annostasi.",Lääketieteellinen turvallisuus,617,78,yes,no,no,1,no,105 alternates,yes,index
/fi/methodology.html,fi,trust,200,index,https://www.glpzy.app/fi/methodology.html,Metodologia | GLPzy,Arvioitu altistustrendi käyttää kirjattuja annosaikoja ja yksinkertaistettua imeytymis- ja eliminaatiomallia vain henkilökohtaiseen seurantaan.,Metodologia,624,77,yes,no,no,1,no,108 alternates,yes,index
/fi/mounjaro-tracker-iphone.html,fi,medicine,200,index,https://www.glpzy.app/fi/mounjaro-tracker-iphone.html,Mounjaro — Nopea kirjaus ilman sotkua | GLPzy,"Mounjaro: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Mounjaro,439,57,yes,no,no,1,no,108 alternates,yes,index
/fi/overview.html,fi,support,200,index,https://www.glpzy.app/fi/overview.html,GLPzy — Tietosuojakäytäntö · Lääketieteellinen turvallisuus · Tukea,"Tarkista tuen laajuus, tietosuojayhteystiedot ja ei-hätätilanneohjeet.",GLPzy,375,54,yes,no,no,1,no,108 alternates,yes,index
/fi/ozempic-tracker-iphone.html,fi,commercial,200,index,https://www.glpzy.app/fi/ozempic-tracker-iphone.html,Ozempic — Nopea kirjaus ilman sotkua | GLPzy,"Ozempic: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Ozempic,435,58,yes,no,no,1,no,105 alternates,yes,index
/fi/privacy.html,fi,privacy,200,index,https://www.glpzy.app/fi/privacy.html,"Oletuksena yksityinen. Vietävissä, kun valitset | GLPzy","Tiliä ei tarvita annosten, painon, oireiden tai muistutusten kirjaamiseen.","Oletuksena yksityinen. Vietävissä, kun valitset.",428,113,yes,no,no,1,no,108 alternates,yes,index
/fi/rybelsus-tracker-iphone.html,fi,commercial,200,index,https://www.glpzy.app/fi/rybelsus-tracker-iphone.html,Rybelsus — Nopea kirjaus ilman sotkua | GLPzy,"Rybelsus: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Rybelsus,430,58,yes,no,no,1,no,105 alternates,yes,index
/fi/saxenda-tracker-iphone.html,fi,commercial,200,index,https://www.glpzy.app/fi/saxenda-tracker-iphone.html,Saxenda — Nopea kirjaus ilman sotkua | GLPzy,"Saxenda: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Saxenda,428,56,yes,no,no,1,no,105 alternates,yes,index
/fi/semaglutide-tracker-iphone.html,fi,medicine,200,index,https://www.glpzy.app/fi/semaglutide-tracker-iphone.html,Semaglutide — Nopea kirjaus ilman sotkua | GLPzy,"Semaglutide: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Semaglutide,438,60,yes,no,no,1,no,108 alternates,yes,index
/fi/support.html,fi,support,200,index,https://www.glpzy.app/fi/support.html,Tukea | GLPzy,"Tarkista tuen laajuus, tietosuojayhteystiedot ja ei-hätätilanneohjeet.",Tukea,397,100,yes,no,no,1,no,108 alternates,yes,index
/fi/terms.html,fi,support,200,index,https://www.glpzy.app/fi/terms.html,Käyttöehdot | GLPzy,"Hinnoittelu, laskutuskausi ja kaikki johdantotarjouksen tiedot näkyvät App Store-tililläsi ennen ostoa. Hallinnoi tai peruuta App Store-asetuksissa.",Käyttöehdot,424,77,yes,no,no,1,no,108 alternates,yes,index
/fi/tirzepatide-tracker-iphone.html,fi,medicine,200,index,https://www.glpzy.app/fi/tirzepatide-tracker-iphone.html,Tirzepatide — Nopea kirjaus ilman sotkua | GLPzy,"Tirzepatide: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Tirzepatide,444,59,yes,no,no,1,no,108 alternates,yes,index
/fi/trulicity-tracker-iphone.html,fi,commercial,200,index,https://www.glpzy.app/fi/trulicity-tracker-iphone.html,Trulicity — Nopea kirjaus ilman sotkua | GLPzy,"Trulicity: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Trulicity,430,55,yes,no,no,1,no,105 alternates,yes,index
/fi/victoza-tracker-iphone.html,fi,commercial,200,index,https://www.glpzy.app/fi/victoza-tracker-iphone.html,Victoza — Nopea kirjaus ilman sotkua | GLPzy,"Victoza: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Victoza,428,56,yes,no,no,1,no,105 alternates,yes,index
/fi/wegovy-tracker-iphone.html,fi,medicine,200,index,https://www.glpzy.app/fi/wegovy-tracker-iphone.html,Wegovy — Nopea kirjaus ilman sotkua | GLPzy,"Wegovy: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Wegovy,438,58,yes,no,no,1,no,108 alternates,yes,index
/fi/zepbound-tracker-iphone.html,fi,medicine,200,index,https://www.glpzy.app/fi/zepbound-tracker-iphone.html,Zepbound — Nopea kirjaus ilman sotkua | GLPzy,"Zepbound: Seuraa tätä rutiinia annoshistorian, painon, oireiden, ruokahalun, kuvien, muistutusten ja vientien kanssa yhdessä yksityisessä sovelluksessa.",Zepbound,449,57,yes,no,no,1,no,108 alternates,yes,index
/fil/apple-health-glp-tracker.html,fil,commercial,200,index,https://www.glpzy.app/fil/apple-health-glp-tracker.html,Read-only na konteksto mula sa Apple Health | GLPzy,"Ang Apple Health na pag-access ay opsyonal at limitado sa mga pahintulot na ibinibigay mo. Ang GLPzy ay nag-import ng kasaysayan ng timbang at taas ng katawan, pagkatapos ay nagbabasa ng komposisyon ng katawan, pagtulog, paggalaw, pag-eehersisyo, mga calorie, protina, at mga buod ng tubig sa read-only na mode. Walang nakasulat pabalik.",Read-only na konteksto mula sa Apple Health,598,54,yes,no,no,1,no,108 alternates,yes,index
/fil/compounded-glp-tracker-iphone.html,fil,commercial,200,index,https://www.glpzy.app/fil/compounded-glp-tracker-iphone.html,compounded na gamot — Mabilis na pag-log nang walang kalat | GLPzy,"compounded na gamot: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",compounded na gamot,565,56,yes,no,no,1,no,105 alternates,yes,index
/fil/custom-medication-tracker-iphone.html,fil,commercial,200,index,https://www.glpzy.app/fil/custom-medication-tracker-iphone.html,Pasadya — Mabilis na pag-log nang walang kalat | GLPzy,"Pasadya: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Pasadya,567,58,yes,no,no,1,no,105 alternates,yes,index
/fil/data-rights.html,fil,privacy,200,index,https://www.glpzy.app/fil/data-rights.html,I-export ang kasaysayan | GLPzy,"Gagawa muna ang GLPzy ng lokal na backup ng kaligtasan, pagkatapos ay papalitan ang mga lokal na tala sa device na ito.",I-export ang kasaysayan,483,77,yes,no,no,1,no,108 alternates,yes,index
/fil/foundayo-tracker-iphone.html,fil,commercial,200,index,https://www.glpzy.app/fil/foundayo-tracker-iphone.html,Foundayo — Mabilis na pag-log nang walang kalat | GLPzy,"Foundayo: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Foundayo,545,55,yes,no,no,1,no,105 alternates,yes,index
/fil/glp1-weight-dose-symptom-tracker.html,fil,commercial,200,index,https://www.glpzy.app/fil/glp1-weight-dose-symptom-tracker.html,"Ang iyong GLP-1 routine, organisado nang walang kalat | GLPzy","I-log ang mga dose, timbang, sintomas, gana, larawan, paalala, at konteksto ng Apple Health sa isang pribadong app para sa personal na pagsusuri.","Ang iyong GLP-1 routine, organisado nang walang kalat.",666,54,yes,no,no,1,no,108 alternates,yes,index
/fil/,fil,home,200,index,https://www.glpzy.app/fil/index.html,"Ang iyong GLP-1 routine, organisado nang walang kalat | GLPzy","I-log ang mga dose, timbang, sintomas, gana, larawan, paalala, at konteksto ng Apple Health sa isang pribadong app para sa personal na pagsusuri.","Ang iyong GLP-1 routine, organisado nang walang kalat.",998,137,yes,no,no,1,yes,108 alternates,yes,index
/fil/local-first-private-glp-tracker.html,fil,privacy,200,index,https://www.glpzy.app/fil/local-first-private-glp-tracker.html,Pribado bilang default. Na-e-export kapag pinili mo | GLPzy,"Walang account ang kinakailangan upang subaybayan ang mga dosis, timbang, sintomas, paalala, o mga order.",Pribado bilang default. Na-e-export kapag pinili mo.,558,54,yes,no,no,1,no,108 alternates,yes,index
/fil/medical-safety.html,fil,trust,200,index,https://www.glpzy.app/fil/medical-safety.html,Kaligtasan sa medikal | GLPzy,"Tinutulungan ka ng GLPzy na panatilihin ang isang mas malinaw na talaan ng nangyari. Hindi nito sinusuri, inireseta, o pinipili ang iyong dosis.",Kaligtasan sa medikal,872,78,yes,no,no,1,no,105 alternates,yes,index
/fil/methodology.html,fil,trust,200,index,https://www.glpzy.app/fil/methodology.html,Pamamaraan | GLPzy,Ang Tinantyang Trend ng Exposure ay gumagamit ng naka-log na timing ng dosis kasama ang isang pinasimpleng modelo ng pagsipsip at pag-aalis para sa personal na pagsubaybay lamang.,Pamamaraan,903,77,yes,no,no,1,no,108 alternates,yes,index
/fil/mounjaro-tracker-iphone.html,fil,medicine,200,index,https://www.glpzy.app/fil/mounjaro-tracker-iphone.html,Mounjaro — Mabilis na pag-log nang walang kalat | GLPzy,"Mounjaro: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Mounjaro,559,57,yes,no,no,1,no,108 alternates,yes,index
/fil/overview.html,fil,support,200,index,https://www.glpzy.app/fil/overview.html,GLPzy — Patakaran sa privacy · Kaligtasan sa medikal · Suporta,"Suriin ang saklaw ng suporta, mga contact sa privacy, at gabay na hindi pang-emergency.",GLPzy,505,54,yes,no,no,1,no,108 alternates,yes,index
/fil/ozempic-tracker-iphone.html,fil,commercial,200,index,https://www.glpzy.app/fil/ozempic-tracker-iphone.html,Ozempic — Mabilis na pag-log nang walang kalat | GLPzy,"Ozempic: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Ozempic,552,58,yes,no,no,1,no,105 alternates,yes,index
/fil/privacy.html,fil,privacy,200,index,https://www.glpzy.app/fil/privacy.html,Pribado bilang default. Na-e-export kapag pinili mo | GLPzy,"Walang account ang kinakailangan upang subaybayan ang mga dosis, timbang, sintomas, paalala, o mga order.",Pribado bilang default. Na-e-export kapag pinili mo.,558,113,yes,no,no,1,no,108 alternates,yes,index
/fil/rybelsus-tracker-iphone.html,fil,commercial,200,index,https://www.glpzy.app/fil/rybelsus-tracker-iphone.html,Rybelsus — Mabilis na pag-log nang walang kalat | GLPzy,"Rybelsus: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Rybelsus,547,58,yes,no,no,1,no,105 alternates,yes,index
/fil/saxenda-tracker-iphone.html,fil,commercial,200,index,https://www.glpzy.app/fil/saxenda-tracker-iphone.html,Saxenda — Mabilis na pag-log nang walang kalat | GLPzy,"Saxenda: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Saxenda,545,56,yes,no,no,1,no,105 alternates,yes,index
/fil/semaglutide-tracker-iphone.html,fil,medicine,200,index,https://www.glpzy.app/fil/semaglutide-tracker-iphone.html,Semaglutide — Mabilis na pag-log nang walang kalat | GLPzy,"Semaglutide: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Semaglutide,557,60,yes,no,no,1,no,108 alternates,yes,index
/fil/support.html,fil,support,200,index,https://www.glpzy.app/fil/support.html,Suporta | GLPzy,"Suriin ang saklaw ng suporta, mga contact sa privacy, at gabay na hindi pang-emergency.",Suporta,541,100,yes,no,no,1,no,108 alternates,yes,index
/fil/terms.html,fil,support,200,index,https://www.glpzy.app/fil/terms.html,Mga tuntunin sa paggamit | GLPzy,"Ang pagpepresyo, panahon ng pagsingil, at anumang mga detalye ng panimulang alok ay ipinapakita mula sa iyong App Store account bago bumili. Pamahalaan o kanselahin sa mga setting ng App Store.",Mga tuntunin sa paggamit,610,77,yes,no,no,1,no,108 alternates,yes,index
/fil/tirzepatide-tracker-iphone.html,fil,medicine,200,index,https://www.glpzy.app/fil/tirzepatide-tracker-iphone.html,Tirzepatide — Mabilis na pag-log nang walang kalat | GLPzy,"Tirzepatide: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Tirzepatide,564,59,yes,no,no,1,no,108 alternates,yes,index
/fil/trulicity-tracker-iphone.html,fil,commercial,200,index,https://www.glpzy.app/fil/trulicity-tracker-iphone.html,Trulicity — Mabilis na pag-log nang walang kalat | GLPzy,"Trulicity: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Trulicity,545,55,yes,no,no,1,no,105 alternates,yes,index
/fil/victoza-tracker-iphone.html,fil,commercial,200,index,https://www.glpzy.app/fil/victoza-tracker-iphone.html,Victoza — Mabilis na pag-log nang walang kalat | GLPzy,"Victoza: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Victoza,545,56,yes,no,no,1,no,105 alternates,yes,index
/fil/wegovy-tracker-iphone.html,fil,medicine,200,index,https://www.glpzy.app/fil/wegovy-tracker-iphone.html,Wegovy — Mabilis na pag-log nang walang kalat | GLPzy,"Wegovy: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Wegovy,557,58,yes,no,no,1,no,108 alternates,yes,index
/fil/zepbound-tracker-iphone.html,fil,medicine,200,index,https://www.glpzy.app/fil/zepbound-tracker-iphone.html,Zepbound — Mabilis na pag-log nang walang kalat | GLPzy,"Zepbound: Subaybayan ang routine na ito kasama ang dose history, timbang, sintomas, gana, larawan, paalala, at export sa isang pribadong app.",Zepbound,572,57,yes,no,no,1,no,108 alternates,yes,index
/fr/apple-health-glp-tracker.html,fr,commercial,200,index,https://www.glpzy.app/fr/apple-health-glp-tracker.html,Contexte en lecture seule de Apple Health | GLPzy,"L'accès à Apple Health est facultatif et limité aux autorisations que vous accordez. GLPzy importe l'historique du poids corporel et de la taille, puis lit les résumés de la composition corporelle, des mouvements, de l'entraînement, des calories, des protéines et de l'eau en mode lecture seule. Rien n'est réécrit.",Contexte en lecture seule de Apple Health,578,54,yes,no,no,1,no,108 alternates,yes,index
/fr/compounded-glp-tracker-iphone.html,fr,commercial,200,index,https://www.glpzy.app/fr/compounded-glp-tracker-iphone.html,Compounded​ — Enregistrement rapide sans encombrement | GLPzy,"Compounded​: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Compounded​,542,56,yes,no,no,1,no,105 alternates,yes,index
/fr/custom-medication-tracker-iphone.html,fr,commercial,200,index,https://www.glpzy.app/fr/custom-medication-tracker-iphone.html,Personnalisé — Enregistrement rapide sans encombrement | GLPzy,"Personnalisé: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Personnalisé,556,58,yes,no,no,1,no,105 alternates,yes,index
/fr/data-rights.html,fr,privacy,200,index,https://www.glpzy.app/fr/data-rights.html,Historique des exportations | GLPzy,"GLPzy créera d'abord une sauvegarde de sécurité locale, puis remplacera les enregistrements locaux sur cet appareil.",Historique des exportations,454,77,yes,no,no,1,no,108 alternates,yes,index
/fr/foundayo-tracker-iphone.html,fr,commercial,200,index,https://www.glpzy.app/fr/foundayo-tracker-iphone.html,Foundayo — Enregistrement rapide sans encombrement | GLPzy,"Foundayo: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Foundayo,531,55,yes,no,no,1,no,105 alternates,yes,index
/fr/glp1-weight-dose-symptom-tracker.html,fr,commercial,200,index,https://www.glpzy.app/fr/glp1-weight-dose-symptom-tracker.html,"Votre routine GLP-1, organisée sans encombrement | GLPzy","Consignez doses, poids, symptômes, appétit, photos, rappels et contexte Apple Health dans une seule app privée pour votre suivi personnel.","Votre routine GLP-1, organisée sans encombrement.",637,54,yes,no,no,1,no,108 alternates,yes,index
/fr/,fr,home,200,index,https://www.glpzy.app/fr/index.html,"Votre routine GLP-1, organisée sans encombrement | GLPzy","Consignez doses, poids, symptômes, appétit, photos, rappels et contexte Apple Health dans une seule app privée pour votre suivi personnel.","Votre routine GLP-1, organisée sans encombrement.",940,137,yes,no,no,1,yes,108 alternates,yes,index
/fr/local-first-private-glp-tracker.html,fr,privacy,200,index,https://www.glpzy.app/fr/local-first-private-glp-tracker.html,Privé par défaut. Exportable quand vous le choisissez | GLPzy,"Aucun compte n'est requis pour suivre les doses, le poids, les symptômes, les rappels ou les commandes.",Privé par défaut. Exportable quand vous le choisissez.,542,54,yes,no,no,1,no,108 alternates,yes,index
/fr/medical-safety.html,fr,trust,200,index,https://www.glpzy.app/fr/medical-safety.html,Sécurité médicale | GLPzy,"GLPzy vous aide à garder une trace plus claire de ce qui s'est passé. Il ne diagnostique pas, ne prescrit pas et ne choisit pas votre dose.",Sécurité médicale,880,78,yes,no,no,1,no,105 alternates,yes,index
/fr/methodology.html,fr,trust,200,index,https://www.glpzy.app/fr/methodology.html,Méthodologie | GLPzy,La tendance d’exposition estimée utilise l’heure des doses enregistrées ainsi qu’un modèle simplifié d’absorption et d’élimination uniquement pour le suivi personnel.,Méthodologie,895,77,yes,no,no,1,no,108 alternates,yes,index
/fr/mounjaro-tracker-iphone.html,fr,medicine,200,index,https://www.glpzy.app/fr/mounjaro-tracker-iphone.html,Mounjaro — Enregistrement rapide sans encombrement | GLPzy,"Mounjaro: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Mounjaro,536,57,yes,no,no,1,no,108 alternates,yes,index
/fr/overview.html,fr,support,200,index,https://www.glpzy.app/fr/overview.html,GLPzy — Politique de confidentialité · Sécurité médicale · Soutien,"Passez en revue la portée de l’assistance, les contacts en matière de confidentialité et les conseils non urgents.",GLPzy,488,54,yes,no,no,1,no,108 alternates,yes,index
/fr/ozempic-tracker-iphone.html,fr,commercial,200,index,https://www.glpzy.app/fr/ozempic-tracker-iphone.html,Ozempic — Enregistrement rapide sans encombrement | GLPzy,"Ozempic: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Ozempic,533,58,yes,no,no,1,no,105 alternates,yes,index
/fr/privacy.html,fr,privacy,200,index,https://www.glpzy.app/fr/privacy.html,Privé par défaut. Exportable quand vous le choisissez | GLPzy,"Aucun compte n'est requis pour suivre les doses, le poids, les symptômes, les rappels ou les commandes.",Privé par défaut. Exportable quand vous le choisissez.,542,113,yes,no,no,1,no,108 alternates,yes,index
/fr/rybelsus-tracker-iphone.html,fr,commercial,200,index,https://www.glpzy.app/fr/rybelsus-tracker-iphone.html,Rybelsus — Enregistrement rapide sans encombrement | GLPzy,"Rybelsus: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Rybelsus,533,58,yes,no,no,1,no,105 alternates,yes,index
/fr/saxenda-tracker-iphone.html,fr,commercial,200,index,https://www.glpzy.app/fr/saxenda-tracker-iphone.html,Saxenda — Enregistrement rapide sans encombrement | GLPzy,"Saxenda: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Saxenda,529,56,yes,no,no,1,no,105 alternates,yes,index
/fr/semaglutide-tracker-iphone.html,fr,medicine,200,index,https://www.glpzy.app/fr/semaglutide-tracker-iphone.html,Semaglutide — Enregistrement rapide sans encombrement | GLPzy,"Semaglutide: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Semaglutide,541,60,yes,no,no,1,no,108 alternates,yes,index
/fr/support.html,fr,support,200,index,https://www.glpzy.app/fr/support.html,Soutien | GLPzy,"Passez en revue la portée de l’assistance, les contacts en matière de confidentialité et les conseils non urgents.",Soutien,529,100,yes,no,no,1,no,108 alternates,yes,index
/fr/terms.html,fr,support,200,index,https://www.glpzy.app/fr/terms.html,Conditions d'utilisation | GLPzy,"Les prix, la période de facturation et tous les détails de l'offre de lancement sont affichés sur votre compte App Store avant l'achat. Gérez ou annulez dans les paramètres App Store.",Conditions d'utilisation,582,77,yes,no,no,1,no,108 alternates,yes,index
/fr/tirzepatide-tracker-iphone.html,fr,medicine,200,index,https://www.glpzy.app/fr/tirzepatide-tracker-iphone.html,Tirzepatide — Enregistrement rapide sans encombrement | GLPzy,"Tirzepatide: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Tirzepatide,540,59,yes,no,no,1,no,108 alternates,yes,index
/fr/trulicity-tracker-iphone.html,fr,commercial,200,index,https://www.glpzy.app/fr/trulicity-tracker-iphone.html,Trulicity — Enregistrement rapide sans encombrement | GLPzy,"Trulicity: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Trulicity,527,55,yes,no,no,1,no,105 alternates,yes,index
/fr/victoza-tracker-iphone.html,fr,commercial,200,index,https://www.glpzy.app/fr/victoza-tracker-iphone.html,Victoza — Enregistrement rapide sans encombrement | GLPzy,"Victoza: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Victoza,529,56,yes,no,no,1,no,105 alternates,yes,index
/fr/wegovy-tracker-iphone.html,fr,medicine,200,index,https://www.glpzy.app/fr/wegovy-tracker-iphone.html,Wegovy — Enregistrement rapide sans encombrement | GLPzy,"Wegovy: Suivez cette routine avec historique des doses, poids, symptômes, appétit, photos, rappels et exports dans une seule app privée.",Wegovy,541,58,yes,no,no,1,no,108 alternates,yes,index
